caldt,crsp_fundno,mtna,mret,mnav
2011-06-30,043547,42.700,-0.000413,42.6962000
2011-07-29,043547,41.500,-0.027892,41.5053000
2011-08-31,043547,36.200,-0.031203,40.2102000
2011-09-30,043547,35.000,-0.031482,38.9443000
2011-10-31,043547,36.600,0.044810,40.6894000
2011-11-30,043547,36.400,-0.005370,40.4709000
2011-12-30,043547,35.700,0.003160,39.7065000
2012-01-31,043547,35.300,-0.011449,39.2519000
2012-02-29,043547,36.300,0.027311,40.3239000
2012-03-30,043547,36.500,0.005753,40.5559000
2012-04-30,043547,36.400,-0.003186,40.4267000
2012-05-31,043547,34.500,-0.051196,38.3570000
2012-06-29,043547,35.700,0.054886,39.6564000
2012-07-31,043547,35.700,-0.000948,39.6188000
2012-08-31,043547,35.600,-0.000679,39.5919000
2012-09-28,043547,36.400,0.020906,40.4196000
2012-10-31,043547,36.600,0.007395,40.7185000
2012-11-30,043547,35.700,-0.025662,39.6736000
2012-12-31,043547,59.600,0.014679,39.7511000
2013-01-31,043547,65.300,0.026505,40.8047000
2013-02-28,043547,65.100,-0.002902,40.6863000
2013-03-28,043547,71.800,0.037357,42.2062000
2013-04-30,043547,76.300,0.063889,44.9027000
2013-05-31,043547,72.200,-0.053649,42.4937000
2013-06-28,043547,68.900,-0.020301,40.5051000
2013-07-31,043547,71.700,0.041503,42.1862000
2013-08-30,043547,65.500,-0.029583,40.9382000
2013-09-30,043547,52.200,0.062902,43.5133000
2013-10-31,043547,67.800,0.038073,45.1700000
2013-11-29,043547,67.200,-0.008162,44.8013000
2013-12-31,043547,75.900,0.013111,44.6335000
2014-01-31,043547,79.700,-0.008485,44.2548000
2014-02-28,043547,83.500,0.047715,46.3664000
2014-03-31,043547,95.500,0.029327,47.7262000
2014-04-30,043547,97.100,0.017575,48.5650000
2014-05-30,043547,139.400,0.024806,49.7697000
2014-06-30,043547,142.200,0.036567,50.7750000
2014-07-31,043547,139.200,-0.020835,49.7171000
2014-08-29,043547,142.300,0.022397,50.8306000
2014-09-30,043547,112.300,-0.039085,48.8439000
2014-10-31,043547,114.100,0.016053,49.6280000
2014-11-28,043547,114.200,0.000538,49.6547000
2014-12-31,043547,111.800,-0.006870,48.6028000
2015-01-30,043547,111.800,0.000521,48.6281000
2015-02-27,043547,111.800,-0.000047,48.6258000
2015-03-31,043547,120.500,-0.008940,48.1911000
2015-04-30,043547,105.600,0.043491,50.2870000
2015-05-29,043547,103.900,-0.015817,49.4916000
2015-06-30,043547,97.800,-0.045581,46.5871000
2015-07-31,043547,94.200,0.010539,47.0781000
2015-08-31,043547,89.000,-0.054622,44.5066000
2015-09-30,043547,56.300,-0.026902,43.3093000
2015-10-30,043547,59.000,0.047502,45.3666000
2015-11-30,043547,73.800,-0.042926,43.4192000
2015-12-31,043547,62.200,-0.026185,41.4579000
2016-01-29,043547,61.700,-0.008052,41.1241000
2016-02-29,043547,62.300,0.009790,41.5267000
2016-03-31,043547,63.000,0.083886,45.0102000
2016-04-29,043547,64.400,0.022662,46.0302000
2016-05-31,043547,64.100,-0.005370,45.7830000
2016-06-30,043547,74.400,0.029098,46.4710000
2016-07-29,043547,81.200,0.027544,47.7510000
2016-08-31,043547,84.400,-0.017995,46.8917000
2016-09-30,043547,85.900,0.017500,47.7123000
2016-10-31,043547,92.700,-0.028800,46.3382000
2016-11-30,043547,84.500,-0.040791,44.4480000
2016-12-30,043547,94.300,0.027314,44.8884000
2017-01-31,043547,100.100,0.013378,45.4889000
2017-02-28,043547,112.400,0.029875,46.8479000
2017-03-31,043547,125.900,0.033479,48.4163000
2017-04-28,043547,137.800,0.016641,49.2220000
2017-05-31,043547,143.500,0.041323,51.2560000
2017-06-30,043547,161.000,-0.002097,50.3060000
2017-07-31,043547,171.500,0.032817,51.9569000
2017-08-31,043547,174.200,0.016148,52.7959000
2017-09-29,043547,181.400,-0.018329,51.8282000
2017-10-31,043547,183.000,0.008887,52.2888000
2017-11-30,043547,186.200,0.017554,53.2067000
2017-12-29,043547,176.100,-0.009722,51.7970000
2018-01-31,043547,204.300,0.011333,52.3840000
2018-02-28,043547,195.600,-0.066599,48.8953000
2018-03-29,043547,215.200,0.000389,48.9143000
2018-04-30,043547,225.500,0.024310,50.1034000
2018-05-31,043547,221.200,-0.018957,49.1536000
2018-06-29,043547,222.000,0.018164,49.3415000
2018-07-31,043547,225.900,0.017533,50.2066000
2018-08-31,043547,245.000,-0.024043,48.9995000
2018-09-28,043547,252.200,-0.010153,48.5020000
2018-10-31,043547,251.500,-0.039722,46.5754000
2018-11-30,043547,279.900,0.018604,47.4419000
2018-12-31,043547,275.300,-0.031815,45.1315000
2019-01-31,043547,299.200,0.086729,49.0457000
2019-02-28,043547,306.300,0.023660,50.2061000
2019-03-29,043547,318.800,0.024073,51.4147000
2019-04-30,043547,322.500,0.011573,52.0097000
2019-05-31,043547,320.400,-0.014326,51.2646000
2019-06-28,043547,339.600,0.052999,53.0681000
2019-07-31,043547,332.800,-0.020180,51.9972000
2019-08-30,043547,386.300,0.004019,52.2062000
2019-09-30,043547,399.900,0.021220,53.3140000
2019-10-31,043547,411.200,0.014799,54.1030000
2019-11-29,043547,402.500,-0.008105,53.6645000
2019-12-31,043547,422.800,0.041675,54.9066000
2020-01-31,043547,435.000,0.015683,55.7677000
2020-02-28,043547,401.300,-0.094935,50.4734000
2020-03-31,043547,301.500,-0.229111,38.9094000
2020-04-30,043547,329.700,0.093497,42.5473000
2020-05-29,043547,340.300,0.052377,44.7758000
2020-06-30,043547,355.800,-0.013221,43.6515000
2020-07-31,043547,346.100,0.029626,44.9447000
2020-08-31,043547,351.700,0.016333,45.6788000
2020-09-30,043547,341.000,-0.030395,44.2904000
2020-10-30,043547,332.900,-0.011102,43.7987000
2020-11-30,043547,365.700,0.128230,49.4150000
2020-12-31,043547,368.100,0.029372,50.0816000
2021-01-29,043547,352.900,-0.021393,49.0102000
2021-02-26,043547,380.100,0.007337,49.3698000
2021-03-31,043547,419.800,0.043356,51.5103000
2021-04-30,043547,423.800,0.034906,53.3083000
2021-05-28,043547,426.000,0.005252,53.5883000
2021-06-30,043547,422.500,-0.018223,52.1633000
2021-07-30,043547,431.700,0.009357,52.6514000
2021-08-31,043547,444.800,0.017760,53.5865000
2021-09-30,043547,457.300,-0.013369,52.8701000
2021-10-29,043547,454.400,0.035578,54.7511000
2021-11-30,043547,432.700,-0.053526,51.8205000
2021-12-31,043547,464.700,0.065268,54.3509000
2022-01-31,043547,459.800,-0.010469,53.7819000
2022-02-28,043547,471.100,0.024525,55.1009000
2022-03-31,043547,521.800,0.058166,58.3059000
2022-04-29,043547,501.700,-0.033194,56.3705000
2022-05-31,043547,540.200,0.035983,58.3989000
2022-06-30,043547,505.300,-0.077630,53.1946000
2022-07-29,043547,566.700,0.039273,55.2837000
2022-08-31,043547,549.900,-0.015084,54.4498000
2022-09-30,043547,489.700,-0.118237,48.0118000
2022-10-31,043547,529.200,0.049823,50.4039000
2022-11-30,043547,585.300,0.080149,54.4437000
2022-12-30,043547,560.000,-0.022497,52.3380000
2023-01-31,043547,582.400,0.049805,54.9447000
2023-02-28,043547,557.600,-0.033465,53.1060000
2023-03-31,043547,570.600,0.023342,54.3456000
2023-04-28,043547,599.300,0.025895,55.7529000
2023-05-31,043547,565.800,-0.055990,52.6313000
2023-06-30,043547,461.600,0.029079,53.3627000
2023-07-31,043547,470.800,0.019853,54.4221000
2023-08-31,043547,448.800,-0.046676,51.8819000
2023-09-29,043547,417.800,-0.046930,49.4471000
2023-10-31,043547,388.300,-0.030449,47.9415000
2023-11-30,043547,425.700,0.096338,52.5601000
2023-12-29,043547,414.800,0.041428,53.5256000
2024-01-31,043547,386.100,-0.031807,51.8231000
2024-02-29,043547,386.100,-0.000029,51.8216000
2024-03-28,043547,403.500,0.045232,54.1656000
2024-04-30,043547,401.200,-0.005830,53.8498000
2024-05-31,043547,426.000,0.061928,57.1846000
2024-06-28,043547,401.600,-0.029753,54.6358000
2024-07-31,043547,419.000,0.043402,57.0071000
2024-08-30,043547,444.400,0.046324,59.6479000
2024-09-30,043547,461.100,0.037589,61.8900000
2024-10-31,043547,458.000,-0.013243,61.0704000
2024-11-29,043547,514.400,0.033583,63.1213000
2024-12-31,043547,482.600,-0.045232,59.2089000
2025-01-31,043547,487.400,0.022535,60.5432000
2025-02-28,043547,488.100,0.001485,60.6331000
2025-03-31,043547,498.100,0.020545,61.8788000
2025-04-30,043547,516.300,0.036479,64.1361000
2025-05-30,043547,548.500,0.042951,66.8908000
2025-06-30,043547,550.600,0.018598,67.1516000
2025-07-31,043547,574.700,0.001039,67.2214000
2025-08-29,043547,592.900,0.019653,68.5425000
2025-09-30,043547,622.500,0.014741,69.5529000
2025-10-31,043547,627.500,-0.003068,69.3395000
2025-11-28,043547,662.300,0.032662,71.6043000
2025-12-31,043547,680.800,-0.007446,69.8228000
2026-01-30,043547,718.500,0.050037,73.3165000
2026-02-27,043547,819.100,0.074279,78.7624000
2026-03-31,043547,895.100,-0.040981,75.5346000
2026-04-30,043547,989.200,0.027128,77.5837000
2026-05-29,043547,964.800,-0.024651,75.6712000
2026-06-30,043547,962.000,0.011682,75.7496000
2007-04-30,043606,0.100,,
2007-05-31,043606,2.100,R,21.0040000
2007-06-29,043606,5.400,0.036469,21.7700000
2007-07-31,043606,7.400,-0.030317,21.1100000
2007-08-31,043606,9.900,0.042160,22.0000000
2007-09-28,043606,10.100,0.018182,22.4000000
2007-10-31,043606,10.500,0.040179,23.3000000
2007-11-30,043606,12.200,-0.048069,22.1800000
2007-12-31,043606,12.300,0.009017,22.3800000
2008-01-31,043606,11.200,-0.090706,20.3500000
2008-02-29,043606,13.600,0.030467,20.9700000
2008-03-31,043606,15.600,-0.010491,20.7500000
2008-04-30,043606,21.200,0.075663,22.3200000
2008-05-30,043606,33.400,0.068548,23.8500000
2008-06-30,043606,42.700,-0.080120,21.9100000
2008-07-31,043606,42.000,0.036057,22.7000000
2008-08-29,043606,56.800,0.021586,23.1900000
2008-09-30,043606,50.900,-0.139715,19.9500000
2008-10-31,043606,39.900,-0.216040,15.6400000
2008-11-28,043606,31.000,-0.056266,14.7600000
2008-12-31,043606,32.200,0.069405,15.6900000
2009-01-30,043606,29.900,-0.092416,14.2400000
2009-02-27,043606,25.500,-0.103933,12.7600000
2009-03-31,043606,26.000,0.070533,13.6600000
2009-04-30,043606,30.600,0.148609,15.6900000
2009-05-29,043606,32.200,0.001275,15.7100000
2009-06-30,043606,32.900,0.031017,16.0700000
2009-07-31,043606,35.100,0.064717,17.1100000
2009-08-31,043606,35.900,0.022794,17.5000000
2009-09-30,043606,38.300,0.042857,18.2500000
2009-10-30,043606,36.300,-0.052504,17.2918000
2009-11-30,043606,35.500,0.027776,17.7721000
2009-12-31,043606,37.300,0.053937,18.6568000
2010-01-29,043606,36.900,-0.059088,17.5544000
2010-02-26,043606,39.700,0.053143,18.4873000
2010-03-31,043606,42.800,0.076371,19.8992000
2010-04-30,043606,46.100,0.028820,20.4727000
2010-05-28,043606,41.000,-0.090501,18.6199000
2010-06-30,043606,38.500,-0.054333,17.5177000
2010-07-30,043606,41.000,0.064363,18.6452000
2010-08-31,043606,,-0.081211,17.1310000
2010-09-30,043606,,0.116642,19.1292000
2010-10-29,043606,44.100,0.047247,20.0330000
2010-11-30,043606,45.100,0.022218,20.4781000
2010-12-31,043606,53.100,0.082895,22.1287000
2011-01-31,043606,54.300,0.001491,22.1617000
2011-02-28,043606,62.200,0.019922,22.6032000
2011-03-31,043606,68.300,0.042167,23.5563000
2011-04-29,043606,73.800,0.011228,23.8208000
2011-05-31,043606,71.600,-0.014916,23.4655000
2011-06-30,043606,69.100,-0.012574,23.0420000
2011-07-29,043606,65.800,-0.047999,21.9360000
2011-08-31,043606,55.700,-0.059897,20.6221000
2011-09-30,043606,50.300,-0.095737,18.6478000
2011-10-31,043606,56.100,0.114609,20.7850000
2011-11-30,043606,59.400,0.020395,21.2089000
2011-12-30,043606,58.000,-0.020561,20.7087000
2012-01-31,043606,63.600,0.078098,22.3260000
2012-02-29,043606,66.400,0.043631,23.3001000
2012-03-30,043606,68.200,0.026991,23.9290000
2012-04-30,043606,67.200,-0.014978,23.5706000
2012-05-31,043606,62.400,-0.071186,21.8927000
2012-06-29,043606,62.100,0.039990,22.5888000
2012-07-31,043606,62.800,0.010926,22.8356000
2012-08-31,043606,64.100,0.021269,23.3213000
2012-09-28,043606,68.300,0.047142,24.3941000
2012-10-31,043606,68.200,-0.000791,24.3748000
2012-11-30,043606,70.300,0.030289,25.1131000
2012-12-31,043606,72.800,0.036771,25.9886000
2013-01-31,043606,86.600,0.058010,27.4962000
2013-02-28,043606,98.300,0.021039,28.0747000
2013-03-28,043606,109.200,0.023972,28.7477000
2013-04-30,043606,109.500,-0.035700,27.7214000
2013-05-31,043606,126.400,0.036502,28.7333000
2013-06-28,043606,124.700,-0.031948,27.7050000
2013-07-31,043606,132.200,0.060202,29.3729000
2013-08-30,043606,124.500,-0.025292,28.6300000
2013-09-30,043606,138.300,0.099130,31.4272000
2013-10-31,043606,176.600,0.031266,32.4098000
2013-11-29,043606,186.700,0.010444,32.7483000
2013-12-31,043606,197.600,0.032832,33.7846000
2014-01-31,043606,180.800,-0.044529,32.2802000
2014-02-28,043606,193.400,0.060325,34.2275000
2014-03-31,043606,197.800,0.006179,34.4016000
2014-04-30,043606,197.100,-0.029109,33.4002000
2014-05-30,043606,200.200,0.007443,33.6488000
2014-06-30,043606,209.300,0.031285,34.5964000
2014-07-31,043606,187.300,-0.074753,32.0102000
2014-08-29,043606,197.500,0.054548,33.7563000
2014-09-30,043606,183.800,-0.059677,31.6882000
2014-10-31,043606,195.500,0.063743,33.7081000
2014-11-28,043606,196.900,-0.001759,33.6488000
2014-12-31,043606,198.600,0.001737,33.6520000
2015-01-30,043606,185.800,-0.072302,31.2189000
2015-02-27,043606,197.800,0.047129,32.6902000
2015-03-31,043606,191.200,-0.031901,31.6000000
2015-04-30,043606,192.300,0.005611,31.7773000
2015-05-29,043606,191.700,0.005218,31.9431000
2015-06-30,043606,187.800,-0.017847,31.3082000
2015-07-31,043606,127.100,-0.033681,30.2537000
2015-08-31,043606,115.400,-0.046570,28.8448000
2015-09-30,043606,103.500,-0.041075,27.6042000
2015-10-30,043606,108.800,0.094696,30.2182000
2015-11-30,043606,111.100,0.035674,31.2962000
2015-12-31,043606,102.400,-0.035552,30.1250000
2016-01-29,043606,98.000,-0.028800,29.2574000
2016-02-29,043606,98.700,0.037850,30.3648000
2016-03-31,043606,105.800,0.090247,33.0642000
2016-04-29,043606,133.700,0.064199,35.1869000
2016-05-31,043606,141.900,-0.004385,35.0326000
2016-06-30,043606,126.900,0.008173,35.2522000
2016-07-29,043606,139.400,0.040871,36.6930000
2016-08-31,043606,148.700,0.013373,37.1837000
2016-09-30,043606,152.500,0.013939,37.6516000
2016-10-31,043606,158.800,-0.030259,36.5123000
2016-11-30,043606,219.800,0.094322,39.9562000
2016-12-30,043606,221.800,-0.007661,39.6043000
2017-01-31,043606,244.800,0.029994,40.7922000
2017-02-28,043606,252.900,0.016371,41.4600000
2017-03-31,043606,225.000,0.011976,41.6575000
2017-04-28,043606,235.800,0.019867,42.4851000
2017-05-31,043606,236.800,-0.004618,42.2889000
2017-06-30,043606,241.900,0.015135,42.8148000
2017-07-31,043606,250.000,0.015492,43.4781000
2017-08-31,043606,246.600,-0.013634,42.8853000
2017-09-29,043606,258.400,0.058380,45.3288000
2017-10-31,043606,276.700,0.025745,46.4958000
2017-11-30,043606,297.400,0.057515,49.1700000
2017-12-29,043606,298.800,-0.010240,48.5798000
2018-01-31,043606,303.300,0.007139,48.9266000
2018-02-28,043606,290.100,-0.043580,46.7944000
2018-03-29,043606,306.700,0.017439,47.5487000
2018-04-30,043606,299.700,-0.007552,47.1896000
2018-05-31,043606,317.000,0.017623,48.0212000
2018-06-29,043606,317.100,0.002089,48.0370000
2018-07-31,043606,337.200,0.047634,50.3252000
2018-08-31,043606,349.300,0.013226,50.9908000
2018-09-28,043606,355.800,-0.002024,50.8242000
2018-10-31,043606,319.600,-0.101684,45.6562000
2018-11-30,043606,319.800,0.053141,48.0824000
2018-12-31,043606,290.100,-0.083659,43.9543000
2019-01-31,043606,313.500,0.097101,48.2223000
2019-02-28,043606,336.300,0.056565,50.9500000
2019-03-29,043606,344.500,0.003381,51.0351000
2019-04-30,043606,352.600,0.031231,52.6290000
2019-05-31,043606,337.100,-0.051240,49.9323000
2019-06-28,043606,388.600,0.098744,54.7274000
2019-07-31,043606,415.000,0.004475,54.9723000
2019-08-30,043606,425.800,-0.000553,54.9419000
2019-09-30,043606,468.600,0.022368,56.1198000
2019-10-31,043606,494.200,0.024015,57.4675000
2019-11-29,043606,505.300,0.010743,58.0849000
2019-12-31,043606,536.200,0.032428,59.9052000
2020-01-31,043606,562.300,0.009373,60.4667000
2020-02-28,043606,528.400,-0.080127,55.6217000
2020-03-31,043606,442.400,-0.138853,47.8272000
2020-04-30,043606,481.000,0.099098,52.5668000
2020-05-29,043606,499.800,0.056471,55.5353000
2020-06-30,043606,490.100,0.004880,55.6908000
2020-07-31,043606,518.300,0.057507,58.8934000
2020-08-31,043606,527.500,0.023663,60.2870000
2020-09-30,043606,531.500,0.003490,60.3988000
2020-10-30,043606,551.000,0.030769,62.2572000
2020-11-30,043606,640.800,0.112803,69.2800000
2020-12-31,043606,688.800,0.042784,72.1200000
2021-01-29,043606,725.200,-0.009290,71.4500000
2021-02-26,043606,768.100,0.059202,75.6800000
2021-03-31,043606,823.700,0.032391,78.0700000
2021-04-30,043606,934.400,0.049955,81.9700000
2021-05-28,043606,996.300,0.012810,83.0200000
2021-06-30,043606,1039.200,0.006622,83.4700000
2021-07-30,043606,1141.900,0.048281,87.5000000
2021-08-31,043606,1296.400,0.036000,90.6500000
2021-09-30,043606,1288.900,-0.060567,85.0800000
2021-10-29,043606,1432.600,0.062294,90.3800000
2021-11-30,043606,1462.000,-0.007634,89.6900000
2021-12-31,043606,1605.700,0.057473,94.7300000
2022-01-31,043606,1411.800,-0.123403,83.0400000
2022-02-28,043606,1321.500,-0.026734,80.8200000
2022-03-31,043606,1372.800,0.043153,84.2200000
2022-04-29,043606,1247.900,-0.088221,76.7900000
2022-05-31,043606,1206.100,0.000391,76.8200000
2022-06-30,043606,1109.000,-0.060289,72.0100000
2022-07-29,043606,1259.500,0.128454,81.2600000
2022-08-31,043606,1225.600,-0.036303,78.3100000
2022-09-30,043606,1143.500,-0.083223,71.6900000
2022-10-31,043606,1267.300,0.111871,79.7100000
2022-11-30,043606,1314.300,0.046920,83.4500000
2022-12-30,043606,1249.700,-0.047233,79.3500000
2023-01-31,043606,1316.000,0.069943,84.9000000
2023-02-28,043606,1294.200,-0.019670,83.2300000
2023-03-31,043606,1295.900,0.005609,83.6100000
2023-04-28,043606,1284.100,-0.018658,82.0500000
2023-05-31,043606,1292.500,-0.006094,81.5500000
2023-06-30,043606,1411.800,0.088035,88.5100000
2023-07-31,043606,1465.200,0.031409,91.2900000
2023-08-31,043606,1443.500,-0.020922,89.3800000
2023-09-29,043606,1339.600,-0.073245,82.6900000
2023-10-31,043606,1264.600,-0.050187,78.5400000
2023-11-30,043606,1412.700,0.120703,88.0200000
2023-12-29,043606,1517.200,0.079684,94.8300000
2024-01-31,043606,1468.100,-0.032374,91.7600000
2024-02-29,043606,1568.000,0.068003,98.0000000
2024-03-28,043606,1644.000,0.042755,102.1100000
2024-04-30,043606,1604.000,-0.030359,99.0100000
2024-05-31,043606,1706.000,0.037976,102.7700000
2024-06-28,043606,1667.600,-0.026417,99.8500000
2024-07-31,043606,1815.800,0.072909,107.1300000
2024-08-30,043606,1840.400,0.004574,107.6200000
2024-09-30,043606,1879.300,0.016672,109.2600000
2024-10-31,043606,1824.700,-0.040179,104.8700000
2024-11-29,043606,1918.600,0.051397,110.2600000
2024-12-31,043606,1775.800,-0.072127,102.0500000
2025-01-31,043606,1821.800,0.034885,105.6100000
2025-02-28,043606,1790.100,-0.014582,104.0700000
2025-03-31,043606,1721.800,-0.031352,100.6900000
2025-04-30,043606,1711.400,0.005760,101.2700000
2025-05-30,043606,1817.400,0.043349,105.6600000
2025-06-30,043606,1859.100,0.025190,108.0900000
2025-07-31,043606,1862.500,0.004718,108.6000000
2025-08-29,043606,1939.500,0.047422,113.7500000
2025-09-30,043606,1937.400,-0.011117,112.3100000
2025-10-31,043606,1935.700,-0.009527,111.2400000
2025-11-28,043606,1948.200,0.006545,111.9681000
2025-12-31,043606,1895.800,-0.027737,108.6389000
2026-01-30,043606,1951.000,0.038038,112.7713000
2026-02-27,043606,1977.300,0.010573,113.9636000
2026-03-31,043606,1779.200,-0.093262,103.1433000
2026-04-30,043606,1832.600,0.039019,107.1678000
2026-05-29,043606,1763.300,-0.032127,103.7248000
2026-06-30,043606,1856.100,0.057558,109.5060000
2007-04-30,043608,0.100,,
2007-05-31,043608,66.100,R,25.4400000
2007-06-29,043608,182.900,-0.001572,25.4000000
2007-07-31,043608,246.800,-0.028228,24.6830000
2007-08-31,043608,253.500,0.007049,24.8570000
2007-09-28,043608,284.100,0.039104,25.8290000
2007-10-31,043608,315.700,0.018390,26.3040000
2007-11-30,043608,330.300,-0.034139,25.4060000
2007-12-31,043608,363.100,0.010631,25.5680000
2008-01-31,043608,344.300,-0.090152,23.2630000
2008-02-29,043608,355.800,0.033358,24.0390000
2008-03-31,043608,347.400,-0.023628,23.4710000
2008-04-30,043608,371.600,0.041617,24.4478000
2008-05-30,043608,385.000,0.049845,25.6664000
2008-06-30,043608,357.300,-0.081718,23.5690000
2008-07-31,043608,347.900,-0.016042,23.1909000
2008-08-29,043608,348.400,0.001401,23.2234000
2008-09-30,043608,230.100,-0.143002,19.9024000
2008-10-31,043608,163.000,-0.197052,15.9806000
2008-11-28,043608,143.300,-0.084734,14.6265000
2008-12-31,043608,135.400,0.057284,14.1647000
2009-01-30,043608,122.500,-0.095576,12.8109000
2009-02-27,043608,113.100,-0.084202,11.7322000
2009-03-31,043608,112.500,0.028835,12.0705000
2009-04-30,043608,128.900,0.145586,13.8278000
2009-05-29,043608,140.600,0.090918,15.0850000
2009-06-30,043608,152.400,0.031090,15.5540000
2009-07-31,043608,164.700,0.046072,16.2706000
2009-08-31,043608,177.600,0.037516,16.8810000
2009-09-30,043608,199.500,0.051200,17.7453000
2009-10-30,043608,204.800,-0.028582,17.2381000
2009-11-30,043608,213.900,0.044721,18.0090000
2009-12-31,043608,259.900,0.033402,18.4100000
2010-01-29,043608,244.200,-0.038854,17.6947000
2010-02-26,043608,237.600,-0.004024,17.6235000
2010-03-31,043608,246.000,0.048095,18.4711000
2010-04-30,043608,247.600,0.006437,18.5900000
2010-05-28,043608,214.500,-0.095750,16.8100000
2010-06-30,043608,194.400,-0.006544,16.7000000
2010-07-30,043608,206.400,0.084431,18.1100000
2010-08-31,043608,,-0.055218,17.1100000
2010-09-30,043608,200.800,0.090561,18.6595000
2010-10-29,043608,201.100,0.046663,19.5302000
2010-11-30,043608,201.100,-0.002811,19.4753000
2010-12-31,043608,220.000,0.087365,20.7562000
2011-01-31,043608,218.700,-0.020943,20.3215000
2011-02-28,043608,234.600,0.019974,20.7274000
2011-03-31,043608,240.000,0.022926,21.2026000
2011-04-29,043608,251.900,0.049607,22.2544000
2011-05-31,043608,249.700,-0.008996,22.0542000
2011-06-30,043608,250.600,-0.016967,21.6800000
2011-07-29,043608,242.100,-0.020641,21.2325000
2011-08-31,043608,214.200,-0.055448,20.0552000
2011-09-30,043608,193.100,-0.077800,18.4949000
2011-10-31,043608,201.200,0.075199,19.8857000
2011-11-30,043608,196.200,-0.017485,19.5380000
2011-12-30,043608,179.800,-0.016492,18.8033000
2012-01-31,043608,189.800,0.055719,19.8510000
2012-02-29,043608,193.100,0.043852,20.7215000
2012-03-30,043608,195.000,0.018551,21.1059000
2012-04-30,043608,195.000,0.008680,21.2891000
2012-05-31,043608,177.700,-0.072694,19.7415000
2012-06-29,043608,193.800,0.035372,20.4398000
2012-07-31,043608,197.100,0.017407,20.7956000
2012-08-31,043608,199.500,0.012200,21.0493000
2012-09-28,043608,206.200,0.033441,21.7532000
2012-10-31,043608,198.700,-0.019965,21.3189000
2012-11-30,043608,204.600,0.029926,21.9569000
2012-12-31,043608,206.400,0.029316,22.1496000
2013-01-31,043608,215.800,0.045558,23.1587000
2013-02-28,043608,223.800,0.019392,23.6078000
2013-03-28,043608,230.200,0.011526,23.8799000
2013-04-30,043608,239.100,0.013300,24.1975000
2013-05-31,043608,248.600,0.007245,24.3728000
2013-06-28,043608,241.200,-0.044927,23.2778000
2013-07-31,043608,259.200,0.050602,24.4557000
2013-08-30,043608,253.400,-0.022612,23.9027000
2013-09-30,043608,272.200,0.074356,25.6800000
2013-10-31,043608,282.000,0.036086,26.6067000
2013-11-29,043608,303.900,0.016199,27.0377000
2013-12-31,043608,311.600,0.033956,27.5289000
2014-01-31,043608,308.100,-0.025235,26.8342000
2014-02-28,043608,322.900,0.078106,28.9301000
2014-03-31,043608,325.300,0.000335,28.9398000
2014-04-30,043608,333.200,-0.003894,28.8271000
2014-05-30,043608,349.900,0.021573,29.4490000
2014-06-30,043608,371.900,0.021661,30.0869000
2014-07-31,043608,356.600,-0.053352,28.4817000
2014-08-29,043608,367.900,0.018735,29.0153000
2014-09-30,043608,350.000,-0.048640,27.6040000
2014-10-31,043608,344.400,0.022511,28.2254000
2014-11-28,043608,351.800,0.015061,28.6505000
2014-12-31,043608,338.300,-0.001959,28.1011000
2015-01-30,043608,333.800,-0.013423,27.7239000
2015-02-27,043608,348.600,0.024084,28.3916000
2015-03-31,043608,350.400,-0.007879,28.1679000
2015-04-30,043608,373.000,0.037855,29.2342000
2015-05-29,043608,376.400,0.002699,29.3131000
2015-06-30,043608,366.000,-0.027575,28.5048000
2015-07-31,043608,369.000,-0.004168,28.3860000
2015-08-31,043608,346.700,-0.060452,26.6700000
2015-09-30,043608,343.000,-0.010634,26.3864000
2015-10-30,043608,366.300,0.074489,28.3519000
2015-11-30,043608,370.500,0.011347,28.6736000
2015-12-31,043608,350.600,-0.037884,27.1373000
2016-01-29,043608,343.800,-0.025577,26.4432000
2016-02-29,043608,337.000,-0.007352,26.2488000
2016-03-31,043608,361.800,0.073356,28.1743000
2016-04-29,043608,380.600,0.039217,29.2792000
2016-05-31,043608,387.900,0.006701,29.4754000
2016-06-30,043608,405.000,0.013343,29.8687000
2016-07-29,043608,418.700,0.015722,30.3383000
2016-08-31,043608,432.200,-0.002278,30.2692000
2016-09-30,043608,447.200,0.017404,30.7960000
2016-10-31,043608,432.200,-0.049247,29.2794000
2016-11-30,043608,431.400,-0.012449,28.9149000
2016-12-30,043608,436.200,0.001114,28.4757000
2017-01-31,043608,473.600,0.036961,29.5282000
2017-02-28,043608,482.800,0.019348,30.0995000
2017-03-31,043608,497.200,0.029868,30.9985000
2017-04-28,043608,526.200,0.032595,32.0089000
2017-05-31,043608,571.800,0.021956,32.7117000
2017-06-30,043608,570.300,-0.007218,32.4756000
2017-07-31,043608,591.100,0.027248,33.3605000
2017-08-31,043608,610.300,0.000692,33.3836000
2017-09-29,043608,633.300,0.028844,34.3465000
2017-10-31,043608,651.100,0.023572,35.1561000
2017-11-30,043608,618.000,0.029258,36.1847000
2017-12-29,043608,614.500,-0.002556,35.4780000
2018-01-31,043608,650.400,0.007348,35.7387000
2018-02-28,043608,613.000,-0.057613,33.6797000
2018-03-29,043608,604.600,0.008447,33.9642000
2018-04-30,043608,595.700,0.003448,34.0813000
2018-05-31,043608,596.300,0.000924,34.1128000
2018-06-29,043608,578.800,-0.015888,33.5708000
2018-07-31,043608,599.100,0.049808,35.2429000
2018-08-31,043608,594.100,0.000987,35.2777000
